sample_id,status,history,original_query,rewritten_query,groundtruth,Latency,RougeL,Bleu,LLMJ
154,KEPT_ORIGINAL,"What are the different forms of energy? | Examples of these are: light energy, heat energy, mechanical energy, gravitational energy, electrical energy, sound energy, chemical energy, nuclear or atomic energy and so on. | How can energy be stored? | Batteries, gasoline, natural gas, food, water towers, a wound up alarm clock, a Thermos flask with hot water and even pooh are all stores of energy. They can be transferred into other kinds of energy. | What type of energy is used in motion? | Motion energy – also known as mechanical energy – is the energy stored in moving objects. As the object moves faster, more energy is stored.",Tell me about mechanical energy.,Tell me about mechanical energy.,Tell me about mechanical energy.,53.8090,1.0000,1.0000,1.00
155,REWRITTEN,"What are the different forms of energy? | Examples of these are: light energy, heat energy, mechanical energy, gravitational energy, electrical energy, sound energy, chemical energy, nuclear or atomic energy and so on. | How can energy be stored? | Batteries, gasoline, natural gas, food, water towers, a wound up alarm clock, a Thermos flask with hot water and even pooh are all stores of energy. They can be transferred into other kinds of energy. | What type of energy is used in motion? | Motion energy – also known as mechanical energy – is the energy stored in moving objects. As the object moves faster, more energy is stored. | Tell me about mechanical energy. | Mechanical energy is the sum of kinetic and potential energy in an object that is used to do work. In other words, it is energy in an object due to its motion or position, or both.",Give me some examples.,Give me some examples of mechanical energy.,Give me some examples of mechanical energy.,67.5731,1.0000,1.0000,1.00
156,KEPT_ORIGINAL,"What are the different forms of energy? | Examples of these are: light energy, heat energy, mechanical energy, gravitational energy, electrical energy, sound energy, chemical energy, nuclear or atomic energy and so on. | How can energy be stored? | Batteries, gasoline, natural gas, food, water towers, a wound up alarm clock, a Thermos flask with hot water and even pooh are all stores of energy. They can be transferred into other kinds of energy. | What type of energy is used in motion? | Motion energy – also known as mechanical energy – is the energy stored in moving objects. As the object moves faster, more energy is stored. | Tell me about mechanical energy. | Mechanical energy is the sum of kinetic and potential energy in an object that is used to do work. In other words, it is energy in an object due to its motion or position, or both. | Give me some examples of mechanical energy. | A few examples are: a moving car possesses mechanical energy due to its motion(kinetic energy) and a barbell lifted high above a weightlifter's head possesses mechanical energy due to its vertical position above the ground(potential energy).",Why is sound a form of mechanical energy?,Why is sound a form of mechanical energy?,Why is sound a form of mechanical energy?,74.6750,1.0000,1.0000,1.00
157,REWRITTEN,"What are the different forms of energy? | Examples of these are: light energy, heat energy, mechanical energy, gravitational energy, electrical energy, sound energy, chemical energy, nuclear or atomic energy and so on. | How can energy be stored? | Batteries, gasoline, natural gas, food, water towers, a wound up alarm clock, a Thermos flask with hot water and even pooh are all stores of energy. They can be transferred into other kinds of energy. | What type of energy is used in motion? | Motion energy – also known as mechanical energy – is the energy stored in moving objects. As the object moves faster, more energy is stored. | Tell me about mechanical energy. | Mechanical energy is the sum of kinetic and potential energy in an object that is used to do work. In other words, it is energy in an object due to its motion or position, or both. | Give me some examples of mechanical energy. | A few examples are: a moving car possesses mechanical energy due to its motion(kinetic energy) and a barbell lifted high above a weightlifter's head possesses mechanical energy due to its vertical position above the ground(potential energy). | Why is sound a form of mechanical energy? | Sound is a form of mechanical energy because the source of sound is vibration. Mechanical energy consists of gravitational potential energy and kinetic energy.",How does it differ from potential energy?,How does mechanical energy differ from potential energy?,How does mechanical energy differ from potential energy?,74.8490,1.0000,1.0000,1.00
158,REWRITTEN,"What are the different forms of energy? | Examples of these are: light energy, heat energy, mechanical energy, gravitational energy, electrical energy, sound energy, chemical energy, nuclear or atomic energy and so on. | How can energy be stored? | Batteries, gasoline, natural gas, food, water towers, a wound up alarm clock, a Thermos flask with hot water and even pooh are all stores of energy. They can be transferred into other kinds of energy. | What type of energy is used in motion? | Motion energy – also known as mechanical energy – is the energy stored in moving objects. As the object moves faster, more energy is stored. | Tell me about mechanical energy. | Mechanical energy is the sum of kinetic and potential energy in an object that is used to do work. In other words, it is energy in an object due to its motion or position, or both. | Give me some examples of mechanical energy. | A few examples are: a moving car possesses mechanical energy due to its motion(kinetic energy) and a barbell lifted high above a weightlifter's head possesses mechanical energy due to its vertical position above the ground(potential energy). | Why is sound a form of mechanical energy? | Sound is a form of mechanical energy because the source of sound is vibration. Mechanical energy consists of gravitational potential energy and kinetic energy. | How does mechanical energy differ from potential energy? | Mechanical energy can be either kinetic (energy in motion) or potential (energy that is stored). The sum of an object's kinetic and potential energy equals the object's total mechanical energy.",Are potential and kinetic the same?,Are potential energy and kinetic energy the same?,Are potential energy and kinetic energy the same?,74.7345,1.0000,1.0000,1.00
159,REWRITTEN,"What are the different forms of energy? | Examples of these are: light energy, heat energy, mechanical energy, gravitational energy, electrical energy, sound energy, chemical energy, nuclear or atomic energy and so on. | How can energy be stored? | Batteries, gasoline, natural gas, food, water towers, a wound up alarm clock, a Thermos flask with hot water and even pooh are all stores of energy. They can be transferred into other kinds of energy. | What type of energy is used in motion? | Motion energy – also known as mechanical energy – is the energy stored in moving objects. As the object moves faster, more energy is stored. | Tell me about mechanical energy. | Mechanical energy is the sum of kinetic and potential energy in an object that is used to do work. In other words, it is energy in an object due to its motion or position, or both. | Give me some examples of mechanical energy. | A few examples are: a moving car possesses mechanical energy due to its motion(kinetic energy) and a barbell lifted high above a weightlifter's head possesses mechanical energy due to its vertical position above the ground(potential energy). | Why is sound a form of mechanical energy? | Sound is a form of mechanical energy because the source of sound is vibration. Mechanical energy consists of gravitational potential energy and kinetic energy. | How does mechanical energy differ from potential energy? | Mechanical energy can be either kinetic (energy in motion) or potential (energy that is stored). The sum of an object's kinetic and potential energy equals the object's total mechanical energy. | Are potential energy and kinetic energy the same? | Potential Energy is the stored energy in an object or system because of its position or configuration. Kinetic energy of an object is relative to other moving and stationary objects in its immediate environment.",What type does chemical energy belong to?,What type of energy does chemical energy belong to?,What type does chemical energy belong to?,82.0979,0.8750,0.5814,1.00
160,KEPT_ORIGINAL,"What are the different forms of energy? | Examples of these are: light energy, heat energy, mechanical energy, gravitational energy, electrical energy, sound energy, chemical energy, nuclear or atomic energy and so on. | How can energy be stored? | Batteries, gasoline, natural gas, food, water towers, a wound up alarm clock, a Thermos flask with hot water and even pooh are all stores of energy. They can be transferred into other kinds of energy. | What type of energy is used in motion? | Motion energy – also known as mechanical energy – is the energy stored in moving objects. As the object moves faster, more energy is stored. | Tell me about mechanical energy. | Mechanical energy is the sum of kinetic and potential energy in an object that is used to do work. In other words, it is energy in an object due to its motion or position, or both. | Give me some examples of mechanical energy. | A few examples are: a moving car possesses mechanical energy due to its motion(kinetic energy) and a barbell lifted high above a weightlifter's head possesses mechanical energy due to its vertical position above the ground(potential energy). | Why is sound a form of mechanical energy? | Sound is a form of mechanical energy because the source of sound is vibration. Mechanical energy consists of gravitational potential energy and kinetic energy. | How does mechanical energy differ from potential energy? | Mechanical energy can be either kinetic (energy in motion) or potential (energy that is stored). The sum of an object's kinetic and potential energy equals the object's total mechanical energy. | Are potential energy and kinetic energy the same? | Potential Energy is the stored energy in an object or system because of its position or configuration. Kinetic energy of an object is relative to other moving and stationary objects in its immediate environment. | What type does chemical energy belong to? | Chemical energy is energy that is stored in the bonds between chemical compounds, such as atoms and molecules.",What form of energy is used in eating?,What form of energy is used in eating?,What form of energy is used in eating?,74.9464,1.0000,1.0000,1.00
161,KEPT_ORIGINAL,,Describe Uranus.,Describe Uranus.,Describe Uranus.,38.6220,1.0000,0.0000,1.00
162,REWRITTEN,Describe Uranus. | Uranus (from the Latin name Ūranus for the Greek god Οὐρανός) is the seventh planet from the Sun. It has the third-largest planetary radius and fourth-largest planetary mass in the Solar System.,What makes it so unusual?,What makes Uranus so unusual?,What makes Uranus so unusual?,60.4496,1.0000,1.0000,1.00
163,REWRITTEN,"Describe Uranus. | Uranus (from the Latin name Ūranus for the Greek god Οὐρανός) is the seventh planet from the Sun. It has the third-largest planetary radius and fourth-largest planetary mass in the Solar System. | What makes Uranus so unusual? | Unlike the other planets of the solar system, Uranus is tilted so far that it essentially orbits the sun on its side, with the axis of its spin nearly pointing at the star.",Tell me about its orbit.,Tell me about Uranus's orbit.,Tell me about Uranus's orbit.,67.7188,1.0000,1.0000,1.00
164,REWRITTEN,"Describe Uranus. | Uranus (from the Latin name Ūranus for the Greek god Οὐρανός) is the seventh planet from the Sun. It has the third-largest planetary radius and fourth-largest planetary mass in the Solar System. | What makes Uranus so unusual? | Unlike the other planets of the solar system, Uranus is tilted so far that it essentially orbits the sun on its side, with the axis of its spin nearly pointing at the star. | Tell me about Uranus's orbit. | Uranus orbits the Sun once every 84 years, taking an average of seven years to pass through each constellation of the zodiac. In 2033, the planet will have made its third complete orbit around the Sun since being discovered in 1781.",Why is it tilted?,Why is Uranus tilted?,Why is Uranus tilted?,53.1859,1.0000,1.0000,1.00
165,REWRITTEN,"Describe Uranus. | Uranus (from the Latin name Ūranus for the Greek god Οὐρανός) is the seventh planet from the Sun. It has the third-largest planetary radius and fourth-largest planetary mass in the Solar System. | What makes Uranus so unusual? | Unlike the other planets of the solar system, Uranus is tilted so far that it essentially orbits the sun on its side, with the axis of its spin nearly pointing at the star. | Tell me about Uranus's orbit. | Uranus orbits the Sun once every 84 years, taking an average of seven years to pass through each constellation of the zodiac. In 2033, the planet will have made its third complete orbit around the Sun since being discovered in 1781. | Why is Uranus tilted? | Uranus is the only planet whose equator is nearly at a right angle to its orbit, with a tilt of 97.77 degrees—possibly the result of a collision with an Earth-sized object long ago.",How is its rotation different from other planets?,How is Uranus's rotation different from other planets?,How is its rotation of Uranus different from other planets?,89.3741,0.7368,0.4250,1.00
166,REWRITTEN,"Describe Uranus. | Uranus (from the Latin name Ūranus for the Greek god Οὐρανός) is the seventh planet from the Sun. It has the third-largest planetary radius and fourth-largest planetary mass in the Solar System. | What makes Uranus so unusual? | Unlike the other planets of the solar system, Uranus is tilted so far that it essentially orbits the sun on its side, with the axis of its spin nearly pointing at the star. | Tell me about Uranus's orbit. | Uranus orbits the Sun once every 84 years, taking an average of seven years to pass through each constellation of the zodiac. In 2033, the planet will have made its third complete orbit around the Sun since being discovered in 1781. | Why is Uranus tilted? | Uranus is the only planet whose equator is nearly at a right angle to its orbit, with a tilt of 97.77 degrees—possibly the result of a collision with an Earth-sized object long ago. | How is its rotation of Uranus different from other planets? | Like Venus, Uranus rotates in the opposite direction as most other planets.",What is peculiar about its seasons?,What is peculiar about Uranus's seasons?,What is peculiar about Uranus's seasons?,74.8455,1.0000,1.0000,1.00
167,REWRITTEN,"Describe Uranus. | Uranus (from the Latin name Ūranus for the Greek god Οὐρανός) is the seventh planet from the Sun. It has the third-largest planetary radius and fourth-largest planetary mass in the Solar System. | What makes Uranus so unusual? | Unlike the other planets of the solar system, Uranus is tilted so far that it essentially orbits the sun on its side, with the axis of its spin nearly pointing at the star. | Tell me about Uranus's orbit. | Uranus orbits the Sun once every 84 years, taking an average of seven years to pass through each constellation of the zodiac. In 2033, the planet will have made its third complete orbit around the Sun since being discovered in 1781. | Why is Uranus tilted? | Uranus is the only planet whose equator is nearly at a right angle to its orbit, with a tilt of 97.77 degrees—possibly the result of a collision with an Earth-sized object long ago. | How is its rotation of Uranus different from other planets? | Like Venus, Uranus rotates in the opposite direction as most other planets. | What is peculiar about Uranus's seasons? | For two 21-year seasons on Uranus – the winter-summer seasons – the poles of Uranus are pointed (more or less) either toward the sun, or away from it. During Uranus' winter-summer season, the winter side of the planet never sees the sun. It doesn't see the sun for 21 long years.",Are there any other planets similar to it?,Are there any other planets similar to Uranus?,Are there any other planets similar to Uranus?,82.3105,1.0000,1.0000,1.00
168,KEPT_ORIGINAL,"Describe Uranus. | Uranus (from the Latin name Ūranus for the Greek god Οὐρανός) is the seventh planet from the Sun. It has the third-largest planetary radius and fourth-largest planetary mass in the Solar System. | What makes Uranus so unusual? | Unlike the other planets of the solar system, Uranus is tilted so far that it essentially orbits the sun on its side, with the axis of its spin nearly pointing at the star. | Tell me about Uranus's orbit. | Uranus orbits the Sun once every 84 years, taking an average of seven years to pass through each constellation of the zodiac. In 2033, the planet will have made its third complete orbit around the Sun since being discovered in 1781. | Why is Uranus tilted? | Uranus is the only planet whose equator is nearly at a right angle to its orbit, with a tilt of 97.77 degrees—possibly the result of a collision with an Earth-sized object long ago. | How is its rotation of Uranus different from other planets? | Like Venus, Uranus rotates in the opposite direction as most other planets. | What is peculiar about Uranus's seasons? | For two 21-year seasons on Uranus – the winter-summer seasons – the poles of Uranus are pointed (more or less) either toward the sun, or away from it. During Uranus' winter-summer season, the winter side of the planet never sees the sun. It doesn't see the sun for 21 long years. | Are there any other planets similar to Uranus? | The seventh planet from the sun with the third largest diameter in our solar system, ... Like Venus, Uranus rotates in the opposite direction as most other planets.",Describe the characteristics of Neptune.,Describe the characteristics of Neptune.,Describe the characteristics of Neptune.,53.2893,1.0000,1.0000,1.00
169,REWRITTEN,"Describe Uranus. | Uranus (from the Latin name Ūranus for the Greek god Οὐρανός) is the seventh planet from the Sun. It has the third-largest planetary radius and fourth-largest planetary mass in the Solar System. | What makes Uranus so unusual? | Unlike the other planets of the solar system, Uranus is tilted so far that it essentially orbits the sun on its side, with the axis of its spin nearly pointing at the star. | Tell me about Uranus's orbit. | Uranus orbits the Sun once every 84 years, taking an average of seven years to pass through each constellation of the zodiac. In 2033, the planet will have made its third complete orbit around the Sun since being discovered in 1781. | Why is Uranus tilted? | Uranus is the only planet whose equator is nearly at a right angle to its orbit, with a tilt of 97.77 degrees—possibly the result of a collision with an Earth-sized object long ago. | How is its rotation of Uranus different from other planets? | Like Venus, Uranus rotates in the opposite direction as most other planets. | What is peculiar about Uranus's seasons? | For two 21-year seasons on Uranus – the winter-summer seasons – the poles of Uranus are pointed (more or less) either toward the sun, or away from it. During Uranus' winter-summer season, the winter side of the planet never sees the sun. It doesn't see the sun for 21 long years. | Are there any other planets similar to Uranus? | The seventh planet from the sun with the third largest diameter in our solar system, ... Like Venus, Uranus rotates in the opposite direction as most other planets. | Describe the characteristics of Neptune. | Despite being smaller than Uranus, Neptune has a greater mass. Below its heavy atmosphere, Uranus is made of layers of hydrogen, helium, and methane gases.",Why is it important to our solar system?,Why is Uranus important to our solar system?,Why is Neptune important to our solar system?,82.2434,0.8750,0.6606,0.00
170,REWRITTEN,"Describe Uranus. | Uranus (from the Latin name Ūranus for the Greek god Οὐρανός) is the seventh planet from the Sun. It has the third-largest planetary radius and fourth-largest planetary mass in the Solar System. | What makes Uranus so unusual? | Unlike the other planets of the solar system, Uranus is tilted so far that it essentially orbits the sun on its side, with the axis of its spin nearly pointing at the star. | Tell me about Uranus's orbit. | Uranus orbits the Sun once every 84 years, taking an average of seven years to pass through each constellation of the zodiac. In 2033, the planet will have made its third complete orbit around the Sun since being discovered in 1781. | Why is Uranus tilted? | Uranus is the only planet whose equator is nearly at a right angle to its orbit, with a tilt of 97.77 degrees—possibly the result of a collision with an Earth-sized object long ago. | How is its rotation of Uranus different from other planets? | Like Venus, Uranus rotates in the opposite direction as most other planets. | What is peculiar about Uranus's seasons? | For two 21-year seasons on Uranus – the winter-summer seasons – the poles of Uranus are pointed (more or less) either toward the sun, or away from it. During Uranus' winter-summer season, the winter side of the planet never sees the sun. It doesn't see the sun for 21 long years. | Are there any other planets similar to Uranus? | The seventh planet from the sun with the third largest diameter in our solar system, ... Like Venus, Uranus rotates in the opposite direction as most other planets. | Describe the characteristics of Neptune. | Despite being smaller than Uranus, Neptune has a greater mass. Below its heavy atmosphere, Uranus is made of layers of hydrogen, helium, and methane gases. | Why is Neptune important to our solar system? | While Neptune is of interest because it is in our own solar system, astronomers are also interested in learning more about the planet to assist with exoplanet studies.",How are these two planets similar to each other?,How are Uranus and Neptune similar to each other?,How is Uranus and Neptune similar to each other?,89.3468,0.8889,0.7825,1.00
171,REWRITTEN,"Describe Uranus. | Uranus (from the Latin name Ūranus for the Greek god Οὐρανός) is the seventh planet from the Sun. It has the third-largest planetary radius and fourth-largest planetary mass in the Solar System. | What makes Uranus so unusual? | Unlike the other planets of the solar system, Uranus is tilted so far that it essentially orbits the sun on its side, with the axis of its spin nearly pointing at the star. | Tell me about Uranus's orbit. | Uranus orbits the Sun once every 84 years, taking an average of seven years to pass through each constellation of the zodiac. In 2033, the planet will have made its third complete orbit around the Sun since being discovered in 1781. | Why is Uranus tilted? | Uranus is the only planet whose equator is nearly at a right angle to its orbit, with a tilt of 97.77 degrees—possibly the result of a collision with an Earth-sized object long ago. | How is its rotation of Uranus different from other planets? | Like Venus, Uranus rotates in the opposite direction as most other planets. | What is peculiar about Uranus's seasons? | For two 21-year seasons on Uranus – the winter-summer seasons – the poles of Uranus are pointed (more or less) either toward the sun, or away from it. During Uranus' winter-summer season, the winter side of the planet never sees the sun. It doesn't see the sun for 21 long years. | Are there any other planets similar to Uranus? | The seventh planet from the sun with the third largest diameter in our solar system, ... Like Venus, Uranus rotates in the opposite direction as most other planets. | Describe the characteristics of Neptune. | Despite being smaller than Uranus, Neptune has a greater mass. Below its heavy atmosphere, Uranus is made of layers of hydrogen, helium, and methane gases. | Why is Neptune important to our solar system? | While Neptune is of interest because it is in our own solar system, astronomers are also interested in learning more about the planet to assist with exoplanet studies. | How is Uranus and Neptune similar to each other? | Consistanly , Neptune and Uranus both are a shade of blue- green colored planets. They both have gas in there cloudy atmosphere which creates the color of the planets.",Can life exist on either of them?,Can life exist on Uranus or Neptune?,Can life exist on either Uranus or Neptune?,74.9689,0.9333,0.6102,1.00
172,KEPT_ORIGINAL,,What is chemical energy?,What is chemical energy?,What is chemical energy?,45.7502,1.0000,1.0000,1.00
173,KEPT_ORIGINAL,"What is chemical energy? | Chemical energy is the potential of a chemical substance to undergo a transformation through a chemical reaction to transform other chemical substances. Examples include batteries, food, gasoline, and etc.",Describe a chemical reaction.,Describe a chemical reaction.,Describe a chemical reaction.,45.7676,1.0000,1.0000,1.00
174,REWRITTEN,"What is chemical energy? | Chemical energy is the potential of a chemical substance to undergo a transformation through a chemical reaction to transform other chemical substances. Examples include batteries, food, gasoline, and etc. | Describe a chemical reaction. | No new atoms are created, and no atoms are destroyed. In a chemical reaction, reactants contact each other, bonds between atoms in the reactants are broken, and atoms rearrange and form new bonds to make the products.",How is it represented mathematically?,How is a chemical reaction represented mathematically?,How is a chemical reaction represented mathematically?,82.1787,1.0000,1.0000,1.00
175,REWRITTEN,"What is chemical energy? | Chemical energy is the potential of a chemical substance to undergo a transformation through a chemical reaction to transform other chemical substances. Examples include batteries, food, gasoline, and etc. | Describe a chemical reaction. | No new atoms are created, and no atoms are destroyed. In a chemical reaction, reactants contact each other, bonds between atoms in the reactants are broken, and atoms rearrange and form new bonds to make the products. | How is a chemical reaction represented mathematically? | A chemical reaction may be represented by a chemical equation, which indicates the number and type of each atom, as well as their organization into molecules or ions. A chemical equation uses the element symbols as shorthand notation for the elements, with arrows to indicate the direction of the reaction.",Give me an example.,Give me an example of a chemical equation.,Give me an example of a chemical reaction.,74.8413,0.8750,0.7506,0.50
176,REWRITTEN,"What is chemical energy? | Chemical energy is the potential of a chemical substance to undergo a transformation through a chemical reaction to transform other chemical substances. Examples include batteries, food, gasoline, and etc. | Describe a chemical reaction. | No new atoms are created, and no atoms are destroyed. In a chemical reaction, reactants contact each other, bonds between atoms in the reactants are broken, and atoms rearrange and form new bonds to make the products. | How is a chemical reaction represented mathematically? | A chemical reaction may be represented by a chemical equation, which indicates the number and type of each atom, as well as their organization into molecules or ions. A chemical equation uses the element symbols as shorthand notation for the elements, with arrows to indicate the direction of the reaction. | Give me an example of a chemical reaction. | Examples: iron and oxygen combining to make rust. vinegar and baking soda combining to make sodium acetate, carbon dioxide and water.",What are the different kinds of reactions?,What are the different kinds of chemical reactions?,What are the different kinds of chemical reactions?,74.8049,1.0000,1.0000,1.00
177,KEPT_ORIGINAL,"What is chemical energy? | Chemical energy is the potential of a chemical substance to undergo a transformation through a chemical reaction to transform other chemical substances. Examples include batteries, food, gasoline, and etc. | Describe a chemical reaction. | No new atoms are created, and no atoms are destroyed. In a chemical reaction, reactants contact each other, bonds between atoms in the reactants are broken, and atoms rearrange and form new bonds to make the products. | How is a chemical reaction represented mathematically? | A chemical reaction may be represented by a chemical equation, which indicates the number and type of each atom, as well as their organization into molecules or ions. A chemical equation uses the element symbols as shorthand notation for the elements, with arrows to indicate the direction of the reaction. | Give me an example of a chemical reaction. | Examples: iron and oxygen combining to make rust. vinegar and baking soda combining to make sodium acetate, carbon dioxide and water. | What are the different kinds of chemical reactions? | The more common types of chemical reactions are as follows:Combination.Decomposition.Single displacement.Double displacement.Combustion.Redox.",What is a decomposition reaction?,What is a decomposition reaction?,What is a decomposition reaction?,53.3120,1.0000,1.0000,1.00
178,REWRITTEN,"What is chemical energy? | Chemical energy is the potential of a chemical substance to undergo a transformation through a chemical reaction to transform other chemical substances. Examples include batteries, food, gasoline, and etc. | Describe a chemical reaction. | No new atoms are created, and no atoms are destroyed. In a chemical reaction, reactants contact each other, bonds between atoms in the reactants are broken, and atoms rearrange and form new bonds to make the products. | How is a chemical reaction represented mathematically? | A chemical reaction may be represented by a chemical equation, which indicates the number and type of each atom, as well as their organization into molecules or ions. A chemical equation uses the element symbols as shorthand notation for the elements, with arrows to indicate the direction of the reaction. | Give me an example of a chemical reaction. | Examples: iron and oxygen combining to make rust. vinegar and baking soda combining to make sodium acetate, carbon dioxide and water. | What are the different kinds of chemical reactions? | The more common types of chemical reactions are as follows:Combination.Decomposition.Single displacement.Double displacement.Combustion.Redox. | What is a decomposition reaction? | A decomposition reaction is a type of chemical reaction in which one reactant yields two or more products.",How is it a chemical change?,How is a decomposition reaction a chemical change?,How is a decomposition reaction a chemical change?,74.8855,1.0000,1.0000,1.00
179,KEPT_ORIGINAL,"What is chemical energy? | Chemical energy is the potential of a chemical substance to undergo a transformation through a chemical reaction to transform other chemical substances. Examples include batteries, food, gasoline, and etc. | Describe a chemical reaction. | No new atoms are created, and no atoms are destroyed. In a chemical reaction, reactants contact each other, bonds between atoms in the reactants are broken, and atoms rearrange and form new bonds to make the products. | How is a chemical reaction represented mathematically? | A chemical reaction may be represented by a chemical equation, which indicates the number and type of each atom, as well as their organization into molecules or ions. A chemical equation uses the element symbols as shorthand notation for the elements, with arrows to indicate the direction of the reaction. | Give me an example of a chemical reaction. | Examples: iron and oxygen combining to make rust. vinegar and baking soda combining to make sodium acetate, carbon dioxide and water. | What are the different kinds of chemical reactions? | The more common types of chemical reactions are as follows:Combination.Decomposition.Single displacement.Double displacement.Combustion.Redox. | What is a decomposition reaction? | A decomposition reaction is a type of chemical reaction in which one reactant yields two or more products. | How is a decomposition reaction a chemical change? | Decomposition reactions are a type of chemical reaction that involves breaking down a compound into smaller compounds or individual elements. These reactions often involve an input of energy in the form of heat, light, or electricity to break down the compounds.",What is a synthesis reaction?,What is a synthesis reaction?,What is a synthesis reaction?,53.1813,1.0000,1.0000,1.00
180,REWRITTEN,"What is chemical energy? | Chemical energy is the potential of a chemical substance to undergo a transformation through a chemical reaction to transform other chemical substances. Examples include batteries, food, gasoline, and etc. | Describe a chemical reaction. | No new atoms are created, and no atoms are destroyed. In a chemical reaction, reactants contact each other, bonds between atoms in the reactants are broken, and atoms rearrange and form new bonds to make the products. | How is a chemical reaction represented mathematically? | A chemical reaction may be represented by a chemical equation, which indicates the number and type of each atom, as well as their organization into molecules or ions. A chemical equation uses the element symbols as shorthand notation for the elements, with arrows to indicate the direction of the reaction. | Give me an example of a chemical reaction. | Examples: iron and oxygen combining to make rust. vinegar and baking soda combining to make sodium acetate, carbon dioxide and water. | What are the different kinds of chemical reactions? | The more common types of chemical reactions are as follows:Combination.Decomposition.Single displacement.Double displacement.Combustion.Redox. | What is a decomposition reaction? | A decomposition reaction is a type of chemical reaction in which one reactant yields two or more products. | How is a decomposition reaction a chemical change? | Decomposition reactions are a type of chemical reaction that involves breaking down a compound into smaller compounds or individual elements. These reactions often involve an input of energy in the form of heat, light, or electricity to break down the compounds. | What is a synthesis reaction? | A combination reaction is a reaction where two or more elements or compounds combine to form a single compound. Such reactions may be represented by equations of the following form: X + Y → XY.",Tell me the differences between synthesis and decomposition.,Tell me the differences between synthesis and decomposition reactions.,Tell me the differences between synthesis reaction and decomposition reaction.,82.2134,0.8421,0.5418,1.00
